1.4,1.7,0.48,0.00973164937557041,0.057211712615343316,0.6369684385065839,0.0,0.040189858210554506,0.12614898093995425,0.18429003021148035,3.076690418190052e-10
1.4,1.7,0.5,0.0055435682959885605,0.04168822036569941,0.571087333168554,0.0,0.09367905774637361,0.1850372823522416,0.1646525679758308,2.9995086104633106e-08
1.4,1.7,0.49,0.006356995227573397,0.04522196567709745,0.6049735404694615,0.0,0.05789461725984872,0.14655311356169076,0.16767371601208458,1.534325587669983e-08
1.3,1.7,0.48,0.025799990719164802,0.09506933344259529,0.6633397932277122,0.0,0.16327078393635913,0.2503186576892622,0.1903323262839879,6.761292630808822e-11
1.3,1.5,0.48,0.08598799718510053,0.17253343631094337,0.7305355870753005,0.0,0.37985715185051294,0.3693188251225005,0.19788519637462235,9.480897599298701e-12
1.3,2,0.48,0.012242683593549259,0.06621600042237422,0.5587159294959716,0.0,0.14544739354736397,0.23711022434363382,0.17522658610271905,2.719362129269001e-09
1.2,1.7,0.48,0.06645288274422712,0.1534608508224948,0.6868938062805618,0.0,0.1931601872750096,0.266982153002613,0.19939577039274925,6.340499527994472e-12
1.5,1.7,0.48,0.005039807512296941,0.03955659740843608,0.6059938223031942,0.0,0.062368966524471804,0.155547291665053,0.1691842900302115,1.0922653731345743e-08
1,1.7,0.48,0.16995962759260985,0.23837572228995296,0.7333670700673057,0.0,0.8393539587843829,0.5811931726423489,0.21601208459214502,6.163630748669365e-14
1.4,1.7,0.48,0.00532376211637965,0.04313563725396663,0.5326788051656652,0.0,0.04408817565375611,0.12895303079723616,0.17673716012084592,1.9059970764837926e-09
1,1.7,0.48,0.12484372313272145,0.20342645992980984,0.7051269031208383,0.0,0.3598854120658458,0.37390017977475687,0.1404833836858006,4.097378970377745e-06
1.4,1.7,0.44,0.04878049383073539,0.13021284623298654,0.7303261481368348,0.0,1.2440226535317587,0.6997093435351285,0.16012084592145015,8.010212114271993e-08
