new_id,longitude,latitude
US_SanJose_00119,-121.99034588481182,37.194744896553765
US_SanJose_00120,-121.99010572278912,37.21277032762063
US_SanJose_00121,-121.98986534691215,37.23079570237072
US_SanJose_00122,-121.98962475698116,37.2488210207931
US_SanJose_00123,-121.98938395279627,37.266846282876905
US_SanJose_00124,-121.98914293415714,37.28487148861129
US_SanJose_00125,-121.98890170086324,37.3028966379854
US_SanJose_00126,-121.98866025271371,37.3209217309884
US_SanJose_00127,-121.98841858950743,37.338946767609535
US_SanJose_00128,-121.98817671104298,37.35697174783799
US_SanJose_00129,-121.9879346171187,37.37499667166299
US_SanJose_00130,-121.98769230753253,37.39302153907384
US_SanJose_00131,-121.98744978208224,37.4110463500598
US_SanJose_00132,-121.98720704056521,37.42907110461015
US_SanJose_00133,-121.9869640827787,37.44709580271423
US_SanJose_00134,-121.98672090851947,37.46512044436138
US_SanJose_00135,-121.96879383783649,37.12244892874961
US_SanJose_00136,-121.96854919099036,37.140474459108646
US_SanJose_00137,-121.96830432633489,37.15849993313586
US_SanJose_00138,-121.96805924366707,37.17652535082023
US_SanJose_00139,-121.9678139427836,37.19455071215073
US_SanJose_00140,-121.96756842348096,37.21257601711635
US_SanJose_00141,-121.9673226855552,37.230601265706085
US_SanJose_00142,-121.96707672880228,37.24862645790898
US_SanJose_00143,-121.96683055301772,37.2666515937141
US_SanJose_00144,-121.9665841579967,37.28467667311049
US_SanJose_00145,-121.96633754353432,37.30270169608727
US_SanJose_00146,-121.96609070942517,37.320726662633525
US_SanJose_00147,-121.96584365546371,37.33875157273841
US_SanJose_00148,-121.96559638144399,37.35677642639108
US_SanJose_00149,-121.96534888715988,37.37480122358067
US_SanJose_00150,-121.96510117240477,37.392825964296414
US_SanJose_00151,-121.96485323697199,37.41085064852751
US_SanJose_00152,-121.9646050806545,37.42887527626318
US_SanJose_00153,-121.96435670324473,37.44689984749268
US_SanJose_00154,-121.94628349493551,37.122250974955826
US_SanJose_00155,-121.94603351004294,37.1402763766729
US_SanJose_00156,-121.94578330259027,37.158301721998086
US_SanJose_00157,-121.94553287237002,37.17632701092024
US_SanJose_00158,-121.94528221917456,37.19435224342825
US_SanJose_00159,-121.9450313427958,37.21237741951108
US_SanJose_00160,-121.94478024302549,37.23040253915766
US_SanJose_00161,-121.944528919655,37.24842760235693
US_SanJose_00162,-121.94427737247543,37.2664526090979
US_SanJose_00163,-121.94402560127764,37.284477559369556
US_SanJose_00164,-121.94377360585207,37.30250245316096
US_SanJose_00165,-121.94352138598894,37.32052729046111
US_SanJose_00166,-121.94326894147818,37.33855207125907
US_SanJose_00167,-121.94301627210942,37.35657679554396
US_SanJose_00168,-121.94276337767194,37.37460146330485
US_SanJose_00169,-121.94251025795474,37.39262607453087
US_SanJose_00170,-121.94225691274654,37.41065062921118
US_SanJose_00171,-121.94200334183577,37.42867512733492
US_SanJose_00172,-121.94174954501051,37.44669956889127
US_SanJose_00173,-121.94149552205856,37.464723953869445
US_SanJose_00174,-121.92377337438747,37.12204874808588
US_SanJose_00175,-121.92351805165556,37.140074018384816
US_SanJose_00176,-121.92326250161312,37.15809923223044
US_SanJose_00177,-121.9230067240482,37.176124389611566
US_SanJose_00178,-121.9227507187487,37.194149490517006
US_SanJose_00179,-121.92249448550217,37.21217453493564
US_SanJose_00180,-121.92223802409588,37.23019952285635
US_SanJose_00181,-121.92198133431674,37.248224454268
US_SanJose_00182,-121.92172441595143,37.26624932915952
US_SanJose_00183,-121.92146726878627,37.28427414751984
US_SanJose_00184,-121.92120989260732,37.30229890933793
US_SanJose_00185,-121.92095228720031,37.32032361460273
US_SanJose_00186,-121.92069445235065,37.33834826330324
US_SanJose_00187,-121.92043638784352,37.35637285542849
US_SanJose_00188,-121.92017809346366,37.374397390967495
US_SanJose_00189,-121.91991956899561,37.39242186990932
US_SanJose_00190,-121.9196608142236,37.41044629224303
US_SanJose_00191,-121.9194018289315,37.42847065795771
US_SanJose_00192,-121.91914261290292,37.446494967042476
US_SanJose_00193,-121.91888316592113,37.46451921948646
US_SanJose_00194,-121.90152390945326,37.10381705566333
US_SanJose_00195,-121.90126348093844,37.12184224827276
US_SanJose_00196,-121.90100282057875,37.13986738437746
US_SanJose_00197,-121.90074192815837,37.157892463966164
US_SanJose_00198,-121.9004808034609,37.17591748702758
US_SanJose_00199,-121.90021944626983,37.19394245355049
US_SanJose_00200,-121.89995785636827,37.21196736352368
US_SanJose_00201,-121.899696033539,37.22999221693594
US_SanJose_00202,-121.89943397756457,37.248017013776085
US_SanJose_00203,-121.89917168822716,37.26604175403297
US_SanJose_00204,-121.89890916530861,37.284066437695465
US_SanJose_00205,-121.89864640859057,37.302091064752446
US_SanJose_00206,-121.8983834178542,37.32011563519279
US_SanJose_00207,-121.89812019288057,37.338140149005454
US_SanJose_00208,-121.8978567334502,37.35616460617934
US_SanJose_00209,-121.89759303934349,37.37418900670344
US_SanJose_00210,-121.89732911034042,37.3922133505667
US_SanJose_00211,-121.8970649462207,37.41023763775815
US_SanJose_00212,-121.89680054676367,37.42826186826679
US_SanJose_00213,-121.89653591174849,37.44628604208167
US_SanJose_00214,-121.89627104095383,37.464310159191825
US_SanJose_00215,-121.8790195805153,37.10360641994905
US_SanJose_00216,-121.87875381933414,37.121631475652265
US_SanJose_00217,-121.87848782156269,37.13965647478678
US_SanJose_00218,-121.87822158698059,37.15768141734131
US_SanJose_00219,-121.87795511536716,37.175706303304494
US_SanJose_00220,-121.8776884065014,37.19373113266502
US_SanJose_00221,-121.87742146016197,37.21175590541161
US_SanJose_00222,-121.87715427612729,37.22978062153299
US_SanJose_00223,-121.87688685417534,37.2478052810179
US_SanJose_00224,-121.87661919408393,37.26582988385511
US_SanJose_00225,-121.8763512956305,37.283854430033436
US_SanJose_00226,-121.87608315859202,37.30187891954165
US_SanJose_00227,-121.8758147827454,37.31990335236858
US_SanJose_00228,-121.87554616786711,37.3379277285031
US_SanJose_00229,-121.87527731373324,37.355952047934046
US_SanJose_00230,-121.87500822011964,37.373976310650306
US_SanJose_00231,-121.87473888680181,37.39200051664081
US_SanJose_00232,-121.87446931355498,37.41002466589446
US_SanJose_00233,-121.87419950015402,37.4280487584002
US_SanJose_00234,-121.87392944637347,37.446072794147014
US_SanJose_00235,-121.87365915198754,37.46409677312387
US_SanJose_00236,-121.87338861677014,37.48212069531976
US_SanJose_00237,-121.85651548794753,37.10339151434051
US_SanJose_00238,-121.85624439432006,37.121416430362935
US_SanJose_00239,-121.85597305935717,37.13944128975149
US_SanJose_00240,-121.85570148283408,37.15746609249473
US_SanJose_00241,-121.85542966452567,37.17549083858128
US_SanJose_00242,-121.85515760420652,37.19351552799972
US_SanJose_00243,-121.8548853016509,37.21154016073873
US_SanJose_00244,-121.85461275663272,37.22956473678692
US_SanJose_00245,-121.85433996892556,37.247589256133
US_SanJose_00246,-121.85406693830274,37.265613718765636
US_SanJose_00247,-121.8537936645372,37.28363812467355
US_SanJose_00248,-121.85352014740162,37.30166247384548
US_SanJose_00249,-121.85324638666826,37.319686766270166
US_SanJose_00250,-121.8529723821091,37.33771100193639
US_SanJose_00251,-121.85269813349589,37.35573518083295
US_SanJose_00252,-121.85242364059992,37.37375930294864
US_SanJose_00253,-121.85214890319217,37.391783368272286
US_SanJose_00254,-121.85187392104339,37.40980737679275
US_SanJose_00255,-121.85159869392385,37.42783132849889
US_SanJose_00256,-121.85132322160372,37.4458552233796
US_SanJose_00257,-121.8510475038526,37.46387906142379
US_SanJose_00258,-121.85077154043988,37.48190284262037
US_SanJose_00259,-121.83428781648861,37.08514750872276
US_SanJose_00260,-121.83401163649066,37.103172338978915
US_SanJose_00261,-121.83373521064135,37.1211971125462
US_SanJose_00262,-121.83345853871182,37.139221829413096
US_SanJose_00263,-121.8331816204728,37.15724648956811
US_SanJose_00264,-121.83290445569486,37.17527109299975
US_SanJose_00265,-121.83262704414808,37.193295639696565
US_SanJose_00266,-121.83234938560234,37.21132012964711
US_SanJose_00267,-121.83207147982705,37.22934456283997
US_SanJose_00268,-121.8317933265914,37.24736893926373
US_SanJose_00269,-121.83151492566417,37.26539325890702
US_SanJose_00270,-121.83123627681397,37.28341752175846
US_SanJose_00271,-121.83095737980894,37.30144172780675
US_SanJose_00272,-121.83067823441682,37.3194658770405
US_SanJose_00273,-121.83039884040522,37.33748996944845
US_SanJose_00274,-121.8301191975413,37.35551400501928
US_SanJose_00275,-121.82983930559186,37.37353798374176
US_SanJose_00276,-121.82955916432353,37.391561905604625
US_SanJose_00277,-121.82927877350238,37.409585770596635
US_SanJose_00278,-121.82899813289436,37.42760957870661
US_SanJose_00279,-121.8287172422649,37.44563332992333
US_SanJose_00280,-121.82843610137922,37.46365702423564
US_SanJose_00281,-121.81207079502823,37.06689946707437
US_SanJose_00282,-121.81178953813587,37.08492420891385
US_SanJose_00283,-121.81150803088507,37.10294889400835
US_SanJose_00284,-121.81122627304278,37.12097352234626
US_SanJose_00285,-121.81094426437579,37.138998093915966
US_SanJose_00286,-121.81037949363285,37.17504706670454
US_SanJose_00287,-121.81009673108865,37.193071467900296
US_SanJose_00288,-121.80981371678325,37.21109581228168
US_SanJose_00289,-121.80953045048169,37.22912009983718
US_SanJose_00290,-121.80924693194869,37.247144330555315
US_SanJose_00291,-121.80896316094861,37.265168504424615
US_SanJose_00292,-121.80867913724555,37.28319262143367
US_SanJose_00293,-121.80839486060314,37.30121668157105
US_SanJose_00294,-121.80811033078479,37.31924068482532
US_SanJose_00295,-121.80782554755355,37.33726463118513
US_SanJose_00296,-121.80754051067208,37.35528852063909
US_SanJose_00297,-121.80725521990277,37.373312353175876
US_SanJose_00298,-121.80696967500762,37.39133612878417
US_SanJose_00299,-121.80668387574829,37.40935984745263
US_SanJose_00300,-121.80639782188618,37.427383509169985
US_SanJose_00301,-121.80611151318224,37.44540711392498
US_SanJose_00302,-121.78986441363857,37.048647397665476
US_SanJose_00303,-121.78957808931844,37.066672048441646
US_SanJose_00304,-121.78929151014155,37.08469664241563
US_SanJose_00305,-121.78900467587079,37.102721179575674
US_SanJose_00306,-121.78871758626892,37.12074565991011
US_SanJose_00307,-121.7884302410981,37.13877008340725
US_SanJose_00308,-121.78814264012038,37.156794450055465
US_SanJose_00309,-121.78785478309733,37.174818759843085
US_SanJose_00310,-121.78756666979032,37.192843012758516
US_SanJose_00311,-121.7872782999602,37.21086720879014
US_SanJose_00312,-121.78698967336769,37.22889134792642
US_SanJose_00313,-121.78670078977296,37.24691543015574
US_SanJose_00314,-121.78641164893597,37.26493945546658
US_SanJose_00315,-121.78612225061634,37.28296342384748
US_SanJose_00316,-121.78583259457325,37.30098733528685
US_SanJose_00317,-121.78554268056563,37.31901118977325
US_SanJose_00318,-121.78525250835204,37.337034987295205
US_SanJose_00319,-121.78496207769066,37.35505872784128
US_SanJose_00320,-121.78467138833939,37.37308241140005
US_SanJose_00321,-121.78438044005578,37.39110603796009
US_SanJose_00322,-121.78408923259697,37.40912960751004
US_SanJose_00323,-121.78379776571977,37.427153120038504
US_SanJose_00324,-121.78350603918066,37.44517657553417
US_SanJose_00325,-121.76737728010238,37.04841586583105
US_SanJose_00326,-121.7670856384654,37.06644036604051
US_SanJose_00327,-121.76679373724097,37.084464809377614
US_SanJose_00328,-121.76650157618771,37.102489195830564
US_SanJose_00329,-121.76620915506382,37.12051352538758
US_SanJose_00330,-121.76591647362721,37.13853779803692
US_SanJose_00331,-121.76562353163548,37.15656201376685
US_SanJose_00332,-121.76533032884579,37.17458617256565
US_SanJose_00333,-121.76503686501499,37.19261027442162
US_SanJose_00334,-121.76474313989961,37.21063431932308
US_SanJose_00335,-121.76444915325585,37.2286583072584
US_SanJose_00336,-121.76415490483949,37.24668223821588
US_SanJose_00337,-121.763860394406,37.26470611218395
US_SanJose_00338,-121.76356562171054,37.282729929151
US_SanJose_00339,-121.76327058650782,37.30075368910545
US_SanJose_00340,-121.76297528855237,37.318777392035706
US_SanJose_00341,-121.76267972759821,37.33680103793026
US_SanJose_00342,-121.7623839033991,37.354824626777564
US_SanJose_00343,-121.76208781570838,37.37284815856613
US_SanJose_00344,-121.76179146427907,37.39087163328444
US_SanJose_00345,-121.7614948488639,37.40889505092105
US_SanJose_00346,-121.76119796921513,37.42691841146452
US_SanJose_00347,-121.76090082508479,37.444941714903386
US_SanJose_00348,-121.74577969859769,36.994106690988076
US_SanJose_00349,-121.74548353136655,37.01213120862087
US_SanJose_00350,-121.7451871005531,37.03015566934558
US_SanJose_00351,-121.74489040591251,37.0481800731503
US_SanJose_00352,-121.7445934471997,37.066204420023126
US_SanJose_00353,-121.74429622416918,37.08422870995213
US_SanJose_00354,-121.74399873657514,37.102252942925475
US_SanJose_00355,-121.74370098417143,37.12027711893129
US_SanJose_00356,-121.74340296671149,37.13830123795773
US_SanJose_00357,-121.7431046839485,37.15632529999301
US_SanJose_00358,-121.74280613563528,37.174349305025295
US_SanJose_00359,-121.74250732152419,37.19237325304282
US_SanJose_00360,-121.74220824136734,37.210397144033855
US_SanJose_00361,-121.7419088949165,37.228420977986616
US_SanJose_00362,-121.74160928192302,37.2464447548894
US_SanJose_00363,-121.74130940213792,37.26446847473049
US_SanJose_00364,-121.74100925531185,37.282492137498245
US_SanJose_00365,-121.74070884119514,37.30051574318096
US_SanJose_00366,-121.74040815953776,37.318539291766996
US_SanJose_00367,-121.74010721008932,37.33656278324472
US_SanJose_00368,-121.73980599259906,37.35458621760254
US_SanJose_00369,-121.73950450681583,37.37260959482885
US_SanJose_00370,-121.73920275248821,37.39063291491209
US_SanJose_00371,-121.73890072936437,37.40865617784071
US_SanJose_00372,-121.73859843719207,37.42667938360317
US_SanJose_00373,-121.73829587571883,37.44470253218797
US_SanJose_00374,-121.72330901063533,36.99386710549954
US_SanJose_00375,-121.72300754073734,37.011891467243586
US_SanJose_00376,-121.72270580254026,37.02991577200709
US_SanJose_00377,-121.72240379579483,37.04794001977803
US_SanJose_00378,-121.72210152025161,37.06596421054442
US_SanJose_00379,-121.72179897566083,37.08398834429429
US_SanJose_00380,-121.72149616177215,37.10201242101567
US_SanJose_00381,-121.7211930783351,37.12003644069664
US_SanJose_00382,-121.72088972509874,37.13806040332525
US_SanJose_00383,-121.72058610181172,37.156084308889625
US_SanJose_00384,-121.72028220822249,37.174108157377894
US_SanJose_00385,-121.71997804407907,37.192131948778176
US_SanJose_00386,-121.71967360912903,37.21015568307864
US_SanJose_00387,-121.71936890311976,37.22817936026744
US_SanJose_00388,-121.71906392579811,37.24620298033278
US_SanJose_00389,-121.71875867691072,37.26422654326289
US_SanJose_00390,-121.71845315620371,37.282250049046
US_SanJose_00391,-121.71784129831417,37.318296889124206
US_SanJose_00392,-121.71753496062217,37.33632022339585
US_SanJose_00393,-121.71722835009187,37.35434350047362
US_SanJose_00394,-121.71692146646761,37.37236672034581
US_SanJose_00395,-121.7166143094935,37.39038988300078
US_SanJose_00396,-121.71630687891316,37.40841298842689
US_SanJose_00397,-121.7159991744699,37.42643603661254
US_SanJose_00398,-121.70114509027688,36.97559900764647
US_SanJose_00399,-121.70083859072322,36.99362326777823
US_SanJose_00400,-121.70053181840719,37.011647470867786
US_SanJose_00401,-121.70022477307556,37.02967161690303
US_SanJose_00402,-121.69991745447486,37.047695705871874
US_SanJose_00403,-121.69960986235118,37.06571973776222
US_SanJose_00404,-121.69930199645027,37.08374371256203
US_SanJose_00405,-121.69899385651757,37.10176763025925
US_SanJose_00406,-121.69868544229809,37.11979149084187
US_SanJose_00407,-121.69837675353651,37.13781529429789
US_SanJose_00408,-121.69806778997712,37.15583904061529
US_SanJose_00409,-121.6977585513639,37.17386272978216
US_SanJose_00410,-121.69744903744045,37.191886361786516
US_SanJose_00411,-121.69713924794996,37.20990993661644
US_SanJose_00412,-121.69682918263527,37.22793345426002
US_SanJose_00413,-121.69651884123894,37.24595691470537
US_SanJose_00414,-121.69496298399329,37.33607335854376
US_SanJose_00415,-121.67899176037022,36.95732692330591
US_SanJose_00416,-121.67868024058035,36.97535107919747
US_SanJose_00417,-121.67836844357349,36.99337517798409
US_SanJose_00418,-121.67805636909252,37.01139921965355
US_SanJose_00419,-121.67774401687991,37.029423204193634
US_SanJose_00420,-121.67743138667778,37.0474471315922
US_SanJose_00421,-121.67711847822785,37.06547100183706
US_SanJose_00422,-121.67680529127145,37.08349481491605
US_SanJose_00423,-121.67649182554966,37.101518570817085
US_SanJose_00424,-121.67617808080308,37.11954226952803
US_SanJose_00425,-121.67586405677199,37.13756591103681
US_SanJose_00426,-121.67554975319628,37.15558949533135
US_SanJose_00427,-121.67523516981551,37.17361302239959
US_SanJose_00428,-121.67460516259496,37.2096599048091
US_SanJose_00429,-121.67428973823239,37.22768326012634
US_SanJose_00430,-121.6739740330192,37.24570655816927
US_SanJose_00431,-121.67270839840769,37.317799177359
US_SanJose_00432,-121.67239128499884,37.335822188851374
US_SanJose_00433,-121.67207388915972,37.35384514299795
US_SanJose_00434,-121.67175621062583,37.3718680397869
US_SanJose_00435,-121.67143824913217,37.38989087920639
US_SanJose_00436,-121.65684901099581,36.93905086071692
US_SanJose_00437,-121.65653248037964,36.957074909744115
US_SanJose_00438,-121.65621566810071,36.97509890160253
US_SanJose_00439,-121.6558985738978,36.993122836279845
US_SanJose_00440,-121.65558119750945,37.01114671376375
US_SanJose_00441,-121.65526353867375,37.02917053404196
US_SanJose_00442,-121.65494559712842,37.04719429710222
US_SanJose_00443,-121.65462737261088,37.06521800293228
US_SanJose_00444,-121.654308864858,37.083241651519884
US_SanJose_00445,-121.6539900736065,37.10126524285284
US_SanJose_00446,-121.65367099859253,37.11928877691895
US_SanJose_00447,-121.65335163955203,37.13731225370602
US_SanJose_00448,-121.65303199622045,37.155335673201925
US_SanJose_00449,-121.65271206833295,37.173359035394505
US_SanJose_00450,-121.65014236930774,37.31754386856499
US_SanJose_00451,-121.64981986843449,37.33556671448447
US_SanJose_00452,-121.64949708033559,37.35358950298025
US_SanJose_00453,-121.6488506413844,37.389634907653
US_SanJose_00454,-121.64852698999279,37.407657523806165
US_SanJose_00455,-121.6337513775449,36.97484247502697
US_SanJose_00456,-121.63342898640751,36.99286624283099
US_SanJose_00457,-121.6331063083737,37.01088995336407
US_SanJose_00458,-121.63278334317715,37.02891360661384
US_SanJose_00459,-121.63246009055132,37.046937202567946
US_SanJose_00460,-121.63213655022909,37.06496074121405
US_SanJose_00461,-121.6318127219431,37.08298422253984
US_SanJose_00462,-121.63148860542564,37.10100764653301
US_SanJose_00463,-121.63116420040842,37.119031013181264
US_SanJose_00464,-121.63083950662303,37.13705432247235
US_SanJose_00465,-121.63051452380051,37.15507757439402
US_SanJose_00466,-121.63018925167148,37.17310076893404
US_SanJose_00467,-121.62986368996637,37.191123906080215
US_SanJose_00468,-121.62953783841505,37.209146985820325
US_SanJose_00469,-121.62757662716464,37.31728425805368
US_SanJose_00470,-121.62724873909569,37.33530693561167
US_SanJose_00471,-121.62692055900611,37.35332955566673
US_SanJose_00472,-121.61194187549114,36.93853443130592
US_SanJose_00473,-121.61161477008883,36.95655814413482
US_SanJose_00474,-121.61128737361958,36.97458179963893
US_SanJose_00475,-121.61095968581355,36.99260539780581
US_SanJose_00476,-121.6106317064005,37.01062893862293
US_SanJose_00477,-121.61030343510981,37.028652422077855
US_SanJose_00478,-121.60997487167047,37.04667584815814
US_SanJose_00479,-121.609646015811,37.06469921685133
US_SanJose_00480,-121.60931686725971,37.082722528145034
US_SanJose_00481,-121.60898742574444,37.100745782026856
US_SanJose_00482,-121.60865769099256,37.11876897848443
US_SanJose_00483,-121.60832766273114,37.13679211750538
US_SanJose_00484,-121.60799734068692,37.15481519907739
US_SanJose_00485,-121.60766672458617,37.172838223188144
US_SanJose_00486,-121.6070046091181,37.20888409897667
US_SanJose_00487,-121.60600922362646,37.262952481393036
US_SanJose_00488,-121.60567683741641,37.280975160478526
US_SanJose_00489,-121.60534415522288,37.29899778201703
US_SanJose_00490,-121.60501117676898,37.31702034599639
US_SanJose_00491,-121.60467790177749,37.335042852404435
US_SanJose_00492,-121.60434432997073,37.35306530122902
US_SanJose_00493,-121.59015264016256,36.90222259849853
US_SanJose_00494,-121.58915634919278,36.95629339242602
US_SanJose_00495,-121.58882366103097,36.97431687560933
US_SanJose_00496,-121.58849067682657,36.9923403013754
US_SanJose_00497,-121.58815739630495,37.010363669711616
US_SanJose_00498,-121.58782381919109,37.028386980605454
US_SanJose_00499,-121.58748994520958,37.04641023404437
US_SanJose_00500,-121.58715577408468,37.06443343001584
US_SanJose_00501,-121.58682130554025,37.08245656850737
US_SanJose_00502,-121.58648653929971,37.10047964950647
US_SanJose_00503,-121.58615147508606,37.11850267300068
US_SanJose_00504,-121.58581611262207,37.136525638977545
US_SanJose_00505,-121.58548045162986,37.15454854742464
US_SanJose_00506,-121.58514449183139,37.17257139832957
US_SanJose_00507,-121.58413481681104,37.22663960566744
US_SanJose_00508,-121.5837976589982,37.24466222627989
US_SanJose_00509,-121.5834602009825,37.262684789288386
US_SanJose_00510,-121.58176839802854,37.35279673984158
US_SanJose_00511,-121.58142913289068,37.37081895696861
US_SanJose_00512,-121.56771036110045,36.90195412584641
US_SanJose_00513,-121.56669822406505,36.956024395011546
US_SanJose_00514,-121.56636024448497,36.97404770311183
US_SanJose_00515,-121.56602196415676,36.99207095371358
US_SanJose_00516,-121.56568338280154,37.01009414680412
US_SanJose_00517,-121.56534450013987,37.02811728237081
